accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,best_val_mcc,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,elapsed_s
0.5065346534653465,0.5307607148505457,0.6246045040014889,0.5738714090287278,-0.0031621616082104153,0.0012342507252469659,0.03513190466295509,0.023592038080096245,-0.03801524639129639,0.4978217821782178,-0.944094619569886,0.8398388,-100.0,-100.0,A1,concat,0,42,"[""price"", ""news"", ""macro"", ""social""]",23116,6372,10100,24419,0.060586658209101835,132,1,0.005,64,30,1.0,64,0.0001,0.5,764.9937410354614
0.5035021825195412,0.5446618872311567,0.5252242152466368,0.5347664795966898,0.002878370281519368,0.0006132575799711049,0.024764038038476377,0.018555087968707085,-0.17530488967895508,0.5419754339660948,1.317024073949966,1.2379059,9.841552e+08,-41.158398,A1,concat,1,42,"[""price"", ""news"", ""macro"", ""social""]",30474,9112,9851,24419,0.005922920476948418,32,1,0.005,64,30,1.0,64,0.0001,0.5,242.38876581192017
0.4871229582122457,0.5014695077149155,0.2662895044869294,0.34785932721712537,-0.014960493138530375,0.0005625855410471559,0.023718885746323665,0.018283890560269356,-0.009151816368103027,0.5035574706884457,0.06705056571806872,1.0109935,-82.70391,-96.35739,A1,concat,2,42,"[""price"", ""news"", ""macro"", ""social""]",38468,10972,9979,24419,0.057511490147614364,61,1,0.005,64,30,1.0,64,0.0001,0.5,577.4060049057007
0.5114068441064639,0.5316565481352992,0.47381642512077293,0.5010728517421069,0.02565065724880747,0.0005333067965693772,0.02309343622264511,0.018002258613705635,-0.012024521827697754,0.5252151290774465,0.6030497876119387,1.1012539,43753.996,-73.67787,A1,concat,3,42,"[""price"", ""news"", ""macro"", ""social""]",46657,12721,9994,24419,0.030283057916933382,122,1,0.005,64,30,1.0,64,0.0001,0.5,1414.7923979759216
0.47851129818342936,0.5071382219338092,0.6517931609674729,0.5704379562043795,-0.07084410547771434,0.0004883070359937847,0.022097670374810658,0.01670488901436329,-0.3442380428314209,0.5031014621178556,-0.4221819777233097,0.9345224,-95.553665,-96.1423,A1,concat,4,42,"[""price"", ""news"", ""macro"", ""social""]",54070,15339,4514,24419,0.02058664116892574,86,1,0.005,64,30,1.0,64,0.0001,0.5,1187.1723101139069
0.5093069306930693,0.5291323180103396,0.704820398287735,0.6044692737430167,-0.008900455168639174,0.0012297144858166575,0.03506728512184337,0.023781603202223778,-0.034200191497802734,0.4908910891089109,-0.3610212430034762,0.93547374,-99.99991,-99.99994,A1,concat,0,123,"[""price"", ""news"", ""macro"", ""social""]",23116,6372,10100,24419,0.06282228862266127,37,1,0.005,64,30,1.0,64,0.0001,0.5,211.5610671043396
0.5124352857577911,0.5663845223700121,0.437593423019432,0.4937282597238326,0.03942475859425504,0.0006505348137579858,0.02550558397210277,0.019441692158579826,-0.24674642086029053,0.48127093696071466,-0.707926625678192,0.89164346,-99.99969,-99.99977,A1,concat,1,123,"[""price"", ""news"", ""macro"", ""social""]",30474,9112,9851,24419,0.038125894279451504,32,1,0.005,64,30,1.0,64,0.0001,0.5,242.3928291797638
0.4967431606373384,0.5118721461187214,0.43737807257120564,0.4717020828950137,-0.0031969173184883746,0.0005607636412605643,0.023680448502099032,0.01824602298438549,-0.005883693695068359,0.5074656779236396,-0.0027512203109756905,0.9995515,-93.955574,-97.1461,A1,concat,2,123,"[""price"", ""news"", ""macro"", ""social""]",38468,10972,9979,24419,0.08805340871129184,77,1,0.005,64,30,1.0,64,0.0001,0.5,730.1228730678558
0.4930958575145087,0.526341227646206,0.21043478260869566,0.30066261733848704,0.008722940323925177,0.0005612673703581095,0.02369108208499792,0.01837184466421604,-0.06508362293243408,0.48138883329998,-0.7047694706432669,0.8934006,-99.99974,-99.999825,A1,concat,3,123,"[""price"", ""news"", ""macro"", ""social""]",46657,12721,9994,24419,-0.0007888317401227241,33,1,0.005,64,30,1.0,64,0.0001,0.5,382.8210918903351
0.4782897651750111,0.5195989061075661,0.237698081734779,0.3261802575107296,-0.013213268210760293,0.00036434640060178936,0.019087860032014833,0.01496123056858778,-0.0029925107955932617,0.49003101462117854,-0.24735949257708498,0.96110016,-88.48894,-95.71602,A1,concat,4,123,"[""price"", ""news"", ""macro"", ""social""]",54070,15339,4514,24419,0.004220837768665243,43,1,0.005,64,30,1.0,64,0.0001,0.5,570.7119421958923
