accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,best_val_mcc,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,target_type,sequence_modalities,elapsed_s
0.5156435643564357,0.5382535390488309,0.6298157453936348,0.5804459691252144,0.0161438597889952,0.0011990647763013,0.0346275147289172,0.0234259963035583,-0.0084234476089477,0.5282178217821782,0.1950259384954574,1.036687,7113.495,-95.05939,0.0261270548881933,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,62819,63,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",309.98837876319885
0.5360877068317937,0.5444722474977252,0.8944319880418535,0.6768947963800905,0.0068091380748005,0.0005914010689593,0.0243187390495351,0.0182255934923887,-0.1334168910980224,0.5307075423814841,0.9261488599861224,1.1618963,51621110.0,-54.87568,0.0642873362497197,A3,concat,1,42,"[""price"", ""news""]",30474,9112,9851,62819,31,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",196.01489400863647
0.5025553662691652,0.5121221191260101,0.667577058134998,0.5796070460704607,-0.0044336876410422,0.0005685954820364,0.0238452402385983,0.0183168705552816,-0.0199322700500488,0.5052610482012225,-0.158927114048088,0.9744177,-90.54768,-96.43218,0.0529382989533707,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,62819,61,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",472.2289950847626
0.5079047428457074,0.5162308955412404,0.7897584541062802,0.6243507485487321,-0.0061725892601225,0.0005275713629089,0.0229689216749269,0.0180606860667467,-0.0011407136917114,0.5155093055833501,0.6310434221029656,1.1061959,913723.06,-72.04959,0.0004765606558114,A3,concat,3,42,"[""price"", ""news""]",46657,12721,9994,62819,35,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",319.629763841629
0.5219317678334072,0.5344629523262493,0.7760633861551293,0.6329931972789116,0.011877511682626,0.0003754148201551,0.0193756243810394,0.0150078739970922,-0.0334622859954834,0.5232609658839167,0.5173948296924822,1.0865346,1552.0288,-32.484116,0.0110624769105502,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,62819,95,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",987.0646049976348
0.5203960396039604,0.5478559797358422,0.5635585334077796,0.5555963302752294,0.0349783567512077,0.0011899040546268,0.0344949859345792,0.0233831219375133,-0.0007193088531494,0.5347524752475248,0.1509853939590408,1.0282861,2645.292,-93.155396,0.0154639974416777,A3,concat,0,123,"[""price"", ""news""]",23116,6372,10100,62819,55,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",232.86456394195557
0.5445132473860522,0.5564105908438763,0.797085201793722,0.6553498732621553,0.0493327510315237,0.0005222900072112,0.0228536650717399,0.0176623817533254,-0.0009659528732299,0.5418739214292965,1.2300490565649167,1.2205698,3780674300.0,-37.232254,0.0670465523475297,A3,concat,1,123,"[""price"", ""news""]",30474,9112,9851,62819,53,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",298.6966361999512
0.5032568393626616,0.5122873345935728,0.6872805306281701,0.5870199116887445,-0.0041449595523407,0.0005692971171811,0.0238599479710481,0.0182670913636684,-0.0211908817291259,0.5132778835554664,0.0122398617548106,1.0019978,19.923365,-80.27512,0.0510613853165768,A3,concat,2,123,"[""price"", ""news""]",38468,10972,9979,62819,59,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",411.6777789592743
0.5120072043225935,0.5165225105344866,0.9000966183574879,0.6563799055872613,-0.0078363003582617,0.0012624269584193,0.0355306481564772,0.0292907319962978,-1.39563250541687,0.5170102061236742,0.6096798900635767,1.1024222,671287.56,-65.036156,0.0134882864345634,A3,concat,3,123,"[""price"", ""news""]",46657,12721,9994,62819,31,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",262.7558681964874
0.5206025697828977,0.5323561946902655,0.8027522935779816,0.6401729298303958,0.0045039017110396,0.0003764040593523,0.0194011355170864,0.0149697884917259,-0.0361855030059814,0.5279131590607,0.5050071343024826,1.0843778,1444.8489,-45.341312,0.014419970775701,A3,concat,4,123,"[""price"", ""news""]",54070,15339,4514,62819,82,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",799.2792382240295
