accuracy,precision,recall,f1,mcc,mse,rmse,mae,r2,directional_accuracy,sharpe_ratio,profit_factor,cumulative_return,max_drawdown,best_val_mcc,config_id,fusion_type,fold_idx,seed,modalities,n_train,n_val,n_test,n_params,epochs_trained,lookback,deadzone,batch_size,patience,grad_clip,hidden_dim,learning_rate,alpha,target_type,sequence_modalities,elapsed_s
0.5304950495049505,0.5468587553839299,0.6852782430671878,0.6082934082273252,0.04216612822835,0.0011917058145627,0.0345210923141597,0.0234484169632196,-0.0022345781326293,0.5316831683168317,0.1029733462615927,1.0192055,857.53375,-91.84884,0.0190696033868361,A3,concat,0,42,"[""price"", ""news""]",23116,6372,10100,62819,53,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",414.58882427215576
0.543092071870876,0.545797007857066,0.9474962630792227,0.6926176329987025,0.0204584783112913,0.0005245664506219,0.0229034156977061,0.0177459940314292,-0.0053286552429199,0.5362907319053903,1.0422728743646306,1.1839727,266815170.0,-41.739594,0.0655133236267378,A3,concat,1,42,"[""price"", ""news""]",30474,9112,9851,62819,34,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",345.7985589504242
0.4991482112436116,0.508869179600887,0.7163480296527507,0.5950413223140496,-0.0155508615052386,0.000566076778341,0.0237923680692167,0.0182760991156101,-0.0154142379760742,0.5084677823429201,-0.0234446127059424,0.99618447,-29.390085,-87.0123,0.0445176899775577,A3,concat,2,42,"[""price"", ""news""]",38468,10972,9979,62819,61,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",757.3517439365387
0.5083049829897939,0.5154164205552274,0.8430917874396135,0.6397360703812317,-0.0112742540214881,0.000527475727722,0.0229668397417243,0.0180498622357845,-0.0009591579437255,0.5170102061236742,0.6332565708100861,1.1065876,943378.5,-69.76321,0.0023149953924024,A3,concat,3,42,"[""price"", ""news""]",46657,12721,9994,62819,35,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",521.4474050998688
0.5157288435976961,0.5325153374233129,0.7239366138448707,0.6136443973135384,0.0041330620442355,0.0003781720588449,0.0194466464678344,0.015111762098968,-0.0410525798797607,0.51395657953035,0.2144398665373582,1.0349947,219.92068,-56.59058,0.0117509444615626,A3,concat,4,42,"[""price"", ""news""]",54070,15339,4514,62819,86,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",895.0369460582733
0.5198019801980198,0.5454703529820901,0.5838451516843477,0.5640057533261417,0.0310895238573875,0.0011935122311115,0.0345472463607669,0.0233932640403509,-0.0037537813186645,0.5291089108910891,0.0467768352580294,1.0086789,179.06621,-95.68511,0.018563459152959,A3,concat,0,123,"[""price"", ""news""]",23116,6372,10100,62819,61,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",262.3471579551697
0.5400466957669272,0.5523797371443154,0.8088565022421524,0.6564561376904997,0.0359763576483309,0.0005216947756707,0.0228406386878906,0.0176634974777698,0.0001747608184814,0.5429905593340778,1.264372258510532,1.2273817,6133410300.0,-37.740646,0.0615699353689375,A3,concat,1,123,"[""price"", ""news""]",30474,9112,9851,62819,54,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",308.85390424728394
0.5028559975949494,0.51272166538165,0.64865392118611,0.5727327534234777,-0.0026087067073032,0.0005633740220218,0.0237355013012552,0.0182482190430164,-0.0105661153793334,0.5015532618498848,-0.3091880927021093,0.95083195,-98.983246,-99.307,0.0516297955557987,A3,concat,2,123,"[""price"", ""news""]",38468,10972,9979,62819,45,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",321.86202096939087
0.5105063037822694,0.515766016713092,0.8944927536231884,0.6542756183745583,-0.012143922932954,0.0012516644783318,0.0353788705067276,0.0290415491908788,-1.375208854675293,0.5170102061236742,0.6213218068530661,1.1044772,794114.4,-65.036255,0.0110600869869803,A3,concat,3,123,"[""price"", ""news""]",46657,12721,9994,62819,31,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",267.3535897731781
0.5097474523704032,0.5259612685938816,0.7814845704753962,0.6287535648381144,-0.0204601979456268,0.0003762443375308,0.0193970187794621,0.0149738630279898,-0.0357457399368286,0.5254762959680992,0.4173262558932726,1.0692321,860.7831,-61.0322,0.0065174736280066,A3,concat,4,123,"[""price"", ""news""]",54070,15339,4514,62819,82,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",817.0638599395752
0.5121782178217822,0.5495115452930728,0.4606365159128978,0.5011643211501468,0.0315206948776513,0.0011920356191694,0.0345258688401823,0.0233809873461723,-0.002511978149414,0.5304950495049505,0.0787668696502999,1.0146577,463.0054,-95.49467,0.0198548460823092,A3,concat,0,456,"[""price"", ""news""]",23116,6372,10100,62819,51,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",219.97760701179504
0.5078672216018678,0.5709859154929577,0.3787369207772795,0.4554032801617614,0.0417262639174406,0.0005786642432212,0.0240554410315272,0.0180963203310966,-0.1090068817138671,0.5385240077149528,1.220158841299947,1.2186141,3288637200.0,-38.852165,0.0390154288500598,A3,concat,1,456,"[""price"", ""news""]",30474,9112,9851,62819,35,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",200.7818539142609
0.4908307445635835,0.5042317096106828,0.5230198985563792,0.5134539883175333,-0.0201852628584663,0.0005723347421735,0.0239235185993522,0.0183517877012491,-0.026639699935913,0.5033570498045896,-0.1437920840736854,0.9768256,-88.167076,-94.37709,0.0604317552263603,A3,concat,2,456,"[""price"", ""news""]",38468,10972,9979,62819,68,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",484.796089887619
0.4910946567940764,0.5113030226060452,0.3889855072463768,0.4418349429323968,-0.0104998896324871,0.0007588568842038,0.0275473571183126,0.0212444197386503,-0.4400374889373779,0.5183109865919552,0.6332347492016817,1.1065837,943067.3,-65.838875,0.0088202191029736,A3,concat,3,456,"[""price"", ""news""]",46657,12721,9994,62819,32,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",274.9678063392639
0.4962339388568896,0.5263829787234042,0.5158465387823186,0.52106149957877,-0.0101346890856444,0.0003682926762849,0.019190952980113,0.0148852644488215,-0.0138560533523559,0.5285777580859548,0.5603853497751672,1.094054,1984.9861,-42.34282,-0.0031471840755487,A3,concat,4,456,"[""price"", ""news""]",54070,15339,4514,62819,56,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",565.0788917541504
0.5233663366336634,0.5475906691639707,0.5985482970407594,0.5719366886003913,0.0368765292807272,0.0011882935650646,0.0344716342093708,0.0234278514981269,0.0006351470947265,0.5288118811881188,0.1540773207173532,1.0288737,2837.92,-88.62304,0.0406273716214287,A7,concat,0,42,"[""price""]",23116,6372,10100,9251,42,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",161.43961811065674
0.5421784590396914,0.5571389793702497,0.7670029895366218,0.6454402515723271,0.0478749817207547,0.0005233129486441,0.0228760343732072,0.0177667941898107,-0.0029263496398925,0.5428890467972795,1.3572534213551135,1.2460083,22687465000.0,-36.745026,0.0458342113755131,A7,concat,1,42,"[""price""]",30474,9112,9851,9251,51,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",258.8215477466583
0.4990480008016835,0.5095188127716984,0.6630901287553648,0.5762481986945833,-0.0118192385186437,0.0005621776217594,0.0237102851471565,0.0182050671428442,-0.0084201097488403,0.5114740956007616,-0.1073053790584984,0.98265475,-79.663475,-96.66747,0.0330725164925017,A7,concat,2,42,"[""price""]",38468,10972,9979,9251,43,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",274.00210881233215
0.4946968180908545,0.5124378109452736,0.4975845410628019,0.5049019607843137,-0.0108129952970005,0.0005283891805447,0.0229867174808575,0.018067417666316,-0.002692699432373,0.5188112867720632,0.6751267375832264,1.1140238,1726029.1,-59.459602,0.0098807584641545,A7,concat,3,42,"[""price""]",46657,12721,9994,9251,86,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",641.872978925705
0.4964554718653079,0.5227355401964351,0.5992493744787323,0.5583835243831358,-0.0212590789229764,0.0003639693022705,0.0190779795122691,0.0149415777996182,-0.001954436302185,0.5268054940186088,0.5103721157010148,1.0853113,1490.3832,-39.677113,0.0023752737321331,A7,concat,4,42,"[""price""]",54070,15339,4514,9251,54,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",461.2518320083618
0.5208910891089109,0.5521484375,0.5261492648427322,0.5388354140855809,0.0409834439951566,0.0011899982346221,0.034496351033438,0.0234533865004777,-0.0007984638214111,0.5325742574257426,0.1355657516652657,1.025361,1857.4032,-89.91618,0.0196808576223022,A7,concat,0,123,"[""price""]",23116,6372,10100,9251,50,1,0.005,64,30,1.0,64,0.0001,0.5,direction,"[""price""]",184.6843340396881
